transcript_id,chromosome,strand,transcript_length_nt,num_exons,num_junctions,start_codon_transcript,stop_codon_transcript,stop_codon_exon,last_junction_pos,distance_stop_to_junction,protein_length_aa,nmd_status
ENSMUST00000023734,15,+,2378,4,3,332,1442,4.0,953,-489,370,NMD-insensitive
ENSMUST00000075444,15,-,3745,2,1,112,2242,2.0,320,-1922,710,NMD-insensitive
ENSMUST00000168846,15,-,1652,12,11,83,1073,12.0,957,-116,330,NMD-insensitive
ENSMUST00000178486,15,-,19805,55,54,207,16971,55.0,16827,-144,5588,NMD-insensitive
ENSMUST00000023741,15,-,19823,55,54,228,16992,55.0,16848,-144,5588,NMD-insensitive
ENSMUST00000229348,15,-,1069,8,7,75,639,8.0,542,-97,188,NMD-insensitive
ENSMUST00000024518,15,-,1261,8,7,279,831,8.0,734,-97,184,NMD-insensitive
ENSMUST00000229876,15,-,798,8,7,133,601,7.0,647,46,156,NMD-insensitive
ENSMUST00000023737,15,-,4242,3,2,268,1456,3.0,831,-625,396,NMD-insensitive
ENSMUST00000023736,15,-,2304,17,16,310,1777,17.0,1696,-81,489,NMD-insensitive
ENSMUST00000077577,15,-,1743,4,3,230,1583,4.0,602,-981,451,NMD-insensitive
ENSMUST00000097014,15,-,1803,4,3,250,1603,4.0,622,-981,451,NMD-insensitive
ENSMUST00000058914,15,+,1982,4,3,531,1878,4.0,903,-975,449,NMD-insensitive
ENSMUST00000230021,15,+,1862,8,7,33,1551,8.0,1481,-70,506,NMD-insensitive
ENSMUST00000047104,15,+,1863,8,7,32,1553,8.0,1480,-73,507,NMD-insensitive
ENSMUST00000024249,15,+,1757,9,8,26,1451,9.0,1377,-74,475,NMD-insensitive
ENSMUST00000230054,15,+,2639,14,13,498,2502,14.0,2444,-58,668,NMD-insensitive
ENSMUST00000039665,15,+,2255,14,13,112,121,2.0,2066,1945,3,NMD-sensitive
ENSMUST00000064462,15,-,1474,2,1,89,803,2.0,625,-178,238,NMD-insensitive
ENSMUST00000061295,15,+,1564,3,2,302,1319,3.0,1140,-179,339,NMD-insensitive
ENSMUST00000063517,15,+,3096,13,12,604,2239,13.0,1918,-321,545,NMD-insensitive
ENSMUST00000041415,15,+,3698,15,14,115,3400,15.0,2786,-614,1095,NMD-insensitive
ENSMUST00000041190,15,-,1916,15,14,210,1596,15.0,1498,-98,462,NMD-insensitive
ENSMUST00000163506,15,-,1771,14,13,113,1460,14.0,1363,-97,449,NMD-insensitive
ENSMUST00000109100,15,-,3187,8,7,140,2969,8.0,2808,-161,943,NMD-insensitive
ENSMUST00000140806,15,+,1000,11,10,93,369,6.0,925,556,92,NMD-sensitive
ENSMUST00000145482,15,+,3308,26,25,221,2840,26.0,2725,-115,873,NMD-insensitive
ENSMUST00000136980,15,+,3047,25,24,16,2587,25.0,2473,-114,857,NMD-insensitive
ENSMUST00000118287,15,+,3129,25,24,62,2672,25.0,2558,-114,870,NMD-insensitive
ENSMUST00000081224,15,-,4137,25,24,147,3075,25.0,2965,-110,976,NMD-insensitive
ENSMUST00000120633,15,-,4290,26,25,147,3228,26.0,3117,-111,1027,NMD-insensitive
ENSMUST00000088233,15,-,4423,27,26,180,3264,27.0,3249,-15,1028,NMD-insensitive
ENSMUST00000023749,15,+,2452,10,9,187,898,10.0,868,-30,237,NMD-insensitive
ENSMUST00000160635,15,+,871,11,10,119,830,11.0,799,-31,237,NMD-insensitive
ENSMUST00000161250,15,+,1148,11,10,298,1009,11.0,978,-31,237,NMD-insensitive
ENSMUST00000159209,15,+,944,10,9,193,904,10.0,874,-30,237,NMD-insensitive
ENSMUST00000159531,15,+,939,10,9,113,824,10.0,794,-30,237,NMD-insensitive
ENSMUST00000023747,15,-,4853,13,12,217,4186,13.0,3967,-219,1323,NMD-insensitive
ENSMUST00000040313,15,-,1276,2,1,38,893,2.0,274,-619,285,NMD-insensitive
ENSMUST00000023750,15,-,4661,12,11,571,1522,12.0,1364,-158,317,NMD-insensitive
ENSMUST00000231171,15,-,4168,12,11,118,1033,12.0,875,-158,305,NMD-insensitive
ENSMUST00000023752,15,+,1419,4,3,98,911,4.0,701,-210,271,NMD-insensitive
ENSMUST00000169082,15,+,1797,4,3,490,1285,4.0,1099,-186,265,NMD-insensitive
ENSMUST00000088200,15,+,1376,5,4,290,1085,5.0,898,-187,265,NMD-insensitive
ENSMUST00000229728,15,+,1415,4,3,121,844,4.0,725,-119,241,NMD-insensitive
ENSMUST00000231163,15,+,831,4,3,38,482,4.0,296,-186,148,NMD-insensitive
ENSMUST00000230075,15,+,1427,4,3,8,836,4.0,638,-198,276,NMD-insensitive
ENSMUST00000023754,15,+,2060,5,4,8,887,5.0,823,-64,293,NMD-insensitive
ENSMUST00000171702,15,-,3052,18,17,272,2156,18.0,2066,-90,628,NMD-insensitive
ENSMUST00000023756,15,-,2933,17,16,154,2038,17.0,1949,-89,628,NMD-insensitive
ENSMUST00000165730,15,-,550,6,5,63,279,3.0,542,263,72,NMD-sensitive
ENSMUST00000164983,15,-,702,6,5,241,457,4.0,650,193,72,NMD-sensitive
ENSMUST00000023758,15,+,4114,12,11,543,2121,12.0,2008,-113,526,NMD-insensitive
ENSMUST00000228185,15,+,1818,10,9,138,1815,,1704,-111,559,NMD-insensitive
ENSMUST00000023759,15,+,3307,13,12,193,1738,13.0,1675,-63,515,NMD-insensitive
ENSMUST00000229236,15,+,1842,12,11,31,1453,12.0,1391,-62,474,NMD-insensitive
ENSMUST00000023760,15,+,2861,8,7,93,1140,8.0,1039,-101,349,NMD-insensitive
ENSMUST00000162194,15,+,1515,8,7,29,1007,8.0,906,-101,326,NMD-insensitive
ENSMUST00000023761,15,+,723,2,1,239,410,2.0,230,-180,57,NMD-insensitive
ENSMUST00000109035,15,-,2775,11,10,83,1244,11.0,1209,-35,387,NMD-insensitive
ENSMUST00000176248,15,-,1883,10,9,86,839,7.0,1202,363,251,NMD-sensitive
ENSMUST00000023762,15,-,2096,10,9,222,1464,10.0,1242,-222,414,NMD-insensitive
ENSMUST00000109024,15,-,4109,8,7,500,2279,8.0,1281,-998,593,NMD-insensitive
ENSMUST00000073691,15,-,4243,11,10,154,2413,11.0,1412,-1001,753,NMD-insensitive
ENSMUST00000062631,15,-,759,4,3,341,653,4.0,631,-22,104,NMD-insensitive
ENSMUST00000100209,15,-,9320,8,7,114,9219,8.0,9193,-26,3035,NMD-insensitive
ENSMUST00000057632,15,+,4196,16,15,195,225,2.0,2005,1780,10,NMD-sensitive
ENSMUST00000100206,15,+,6530,16,15,186,2343,16.0,1992,-351,719,NMD-insensitive
ENSMUST00000230956,15,+,2192,15,14,130,1960,15.0,1771,-189,610,NMD-insensitive
ENSMUST00000231160,15,+,3935,16,15,212,2192,16.0,1841,-351,660,NMD-insensitive
ENSMUST00000230521,15,+,1499,12,11,47,368,4.0,1383,1015,107,NMD-sensitive
ENSMUST00000100203,15,+,8914,38,37,146,4868,38.0,4581,-287,1574,NMD-insensitive
ENSMUST00000023768,15,+,4320,33,32,61,4081,33.0,3799,-282,1340,NMD-insensitive
ENSMUST00000023769,15,+,2365,7,6,270,1077,7.0,929,-148,269,NMD-insensitive
ENSMUST00000169408,15,+,705,4,3,6,171,2.0,436,265,55,NMD-sensitive
ENSMUST00000096200,15,+,1362,5,4,46,1054,5.0,801,-253,336,NMD-insensitive
ENSMUST00000229574,15,+,646,4,3,61,307,3.0,329,22,82,NMD-insensitive
ENSMUST00000229217,15,+,742,4,3,59,638,4.0,401,-237,193,NMD-insensitive
ENSMUST00000231166,15,+,769,3,2,13,358,2.0,381,23,115,NMD-insensitive
ENSMUST00000067752,15,+,1946,2,1,86,818,2.0,583,-235,244,NMD-insensitive
ENSMUST00000229588,15,+,1001,2,1,58,658,2.0,555,-103,200,NMD-insensitive
ENSMUST00000075420,15,+,1652,2,1,1,733,2.0,498,-235,244,NMD-insensitive
ENSMUST00000075675,15,+,1501,4,3,61,853,4.0,788,-65,264,NMD-insensitive
ENSMUST00000175929,15,+,788,3,2,44,587,2.0,675,88,181,NMD-sensitive
ENSMUST00000088142,15,+,1800,2,1,10,742,2.0,507,-235,244,NMD-insensitive
ENSMUST00000176287,15,+,1800,2,1,10,742,2.0,511,-231,244,NMD-insensitive
ENSMUST00000175683,15,+,507,5,4,148,436,5.0,370,-66,96,NMD-insensitive
ENSMUST00000177211,15,+,555,4,3,91,379,4.0,314,-65,96,NMD-insensitive
ENSMUST00000023774,15,-,3025,17,16,132,1836,17.0,1745,-91,568,NMD-insensitive
ENSMUST00000138843,15,-,4415,16,15,79,1762,16.0,1639,-123,561,NMD-insensitive
ENSMUST00000136168,15,-,393,5,4,37,241,4.0,308,67,68,NMD-sensitive
ENSMUST00000132119,15,+,2608,2,1,1825,2350,2.0,2097,-253,175,NMD-insensitive
ENSMUST00000148928,15,+,2320,3,2,779,1088,2.0,1133,45,103,NMD-insensitive
ENSMUST00000037001,15,+,2502,9,8,101,1181,9.0,1105,-76,360,NMD-insensitive
ENSMUST00000230294,15,+,2266,8,7,337,946,8.0,871,-75,203,NMD-insensitive
ENSMUST00000229648,15,+,1222,9,8,177,990,9.0,914,-76,271,NMD-insensitive
ENSMUST00000229012,15,+,2389,7,6,9,378,4.0,995,617,123,NMD-sensitive
ENSMUST00000061457,15,-,4375,5,4,536,2138,5.0,1240,-898,534,NMD-insensitive
ENSMUST00000229696,15,-,3302,16,15,134,1640,16.0,1590,-50,502,NMD-insensitive
ENSMUST00000009877,15,-,3220,16,15,107,1607,16.0,1557,-50,500,NMD-insensitive
ENSMUST00000229581,15,-,1903,14,13,341,1856,14.0,1747,-109,505,NMD-insensitive
ENSMUST00000176271,15,-,4575,6,5,714,1617,6.0,1269,-348,301,NMD-insensitive
ENSMUST00000073837,15,-,4953,11,10,267,1995,11.0,1642,-353,576,NMD-insensitive
ENSMUST00000176300,15,-,2522,9,8,1014,1449,4.0,2142,693,145,NMD-sensitive
ENSMUST00000177202,15,-,2776,10,9,1014,1449,4.0,2395,946,145,NMD-sensitive
ENSMUST00000058274,15,-,2523,9,8,1014,1671,6.0,2143,472,219,NMD-sensitive
ENSMUST00000000356,15,+,2135,4,3,363,867,4.0,738,-129,168,NMD-insensitive
ENSMUST00000066068,15,-,1135,4,3,332,623,4.0,444,-179,97,NMD-insensitive
ENSMUST00000230280,15,-,880,4,3,168,306,4.0,280,-26,46,NMD-insensitive
ENSMUST00000172334,15,-,920,4,3,227,518,4.0,339,-179,97,NMD-insensitive
ENSMUST00000229965,15,-,586,4,3,151,289,4.0,263,-26,46,NMD-insensitive
ENSMUST00000229307,15,-,527,3,2,143,395,3.0,217,-178,84,NMD-insensitive
ENSMUST00000230517,15,-,583,3,2,249,501,3.0,323,-178,84,NMD-insensitive
ENSMUST00000183211,15,-,2036,11,10,60,1575,11.0,1538,-37,505,NMD-insensitive
ENSMUST00000182814,15,-,1901,10,9,12,1446,10.0,1410,-36,478,NMD-insensitive
ENSMUST00000182775,15,-,1908,10,9,34,1453,10.0,1417,-36,473,NMD-insensitive
ENSMUST00000230572,15,-,762,4,3,273,480,4.0,462,-18,69,NMD-insensitive
ENSMUST00000023775,15,-,1108,8,7,28,826,8.0,804,-22,266,NMD-insensitive
ENSMUST00000230740,15,-,887,3,2,399,606,3.0,589,-17,69,NMD-insensitive
ENSMUST00000229869,15,-,662,3,2,246,384,3.0,367,-17,46,NMD-insensitive
ENSMUST00000230744,15,-,443,3,2,91,229,3.0,212,-17,46,NMD-insensitive
ENSMUST00000159715,15,-,3796,12,11,387,2253,12.0,2131,-122,622,NMD-insensitive
ENSMUST00000052069,15,-,3798,12,11,391,2257,12.0,2135,-122,622,NMD-insensitive
ENSMUST00000161514,15,-,2746,12,11,388,2254,12.0,2132,-122,622,NMD-insensitive
ENSMUST00000023776,15,+,11790,25,24,183,3450,25.0,3416,-34,1089,NMD-insensitive
ENSMUST00000161564,15,+,445,3,2,61,265,3.0,186,-79,68,NMD-insensitive
ENSMUST00000162049,15,+,3532,24,23,114,3225,24.0,3192,-33,1037,NMD-insensitive
ENSMUST00000201518,15,+,2565,15,14,145,418,2.0,2503,2085,91,NMD-sensitive
ENSMUST00000082209,15,+,11293,27,26,107,380,2.0,4878,4498,91,NMD-sensitive
ENSMUST00000108909,15,+,11436,27,26,211,484,2.0,5012,4528,91,NMD-sensitive
ENSMUST00000201549,15,+,7120,27,26,170,443,2.0,4941,4498,91,NMD-sensitive
ENSMUST00000108908,15,+,7030,27,26,163,436,2.0,4934,4498,91,NMD-sensitive
ENSMUST00000096198,15,+,1072,3,2,113,386,2.0,395,9,91,NMD-insensitive
ENSMUST00000108910,15,+,11232,26,25,46,319,1.0,4818,4499,91,NMD-sensitive
ENSMUST00000200959,15,+,587,2,1,11,284,1.0,294,10,91,NMD-insensitive
ENSMUST00000200963,15,+,5814,25,24,0,5811,,4642,-1169,1937,NMD-insensitive
ENSMUST00000213610,15,-,4462,2,1,256,2188,2.0,244,-1944,644,NMD-insensitive
ENSMUST00000070875,15,+,1460,4,3,127,1138,4.0,416,-722,337,NMD-insensitive
ENSMUST00000229263,15,+,902,5,4,216,453,3.0,658,205,79,NMD-sensitive
ENSMUST00000229930,15,+,1093,5,4,171,408,3.0,599,191,79,NMD-sensitive
ENSMUST00000229954,15,+,1499,5,4,144,1299,5.0,576,-723,385,NMD-insensitive
ENSMUST00000000542,15,+,3640,11,10,272,1778,11.0,1636,-142,502,NMD-insensitive
ENSMUST00000144229,15,+,332,4,3,309,318,4.0,310,-8,3,NMD-insensitive
ENSMUST00000120028,15,+,1932,12,11,261,1767,12.0,1624,-143,502,NMD-insensitive
ENSMUST00000117984,15,+,1852,11,10,182,1688,11.0,1546,-142,502,NMD-insensitive
ENSMUST00000119063,15,+,1818,10,9,146,1652,10.0,1511,-141,502,NMD-insensitive
ENSMUST00000121718,15,+,1906,11,10,236,1742,11.0,1600,-142,502,NMD-insensitive
ENSMUST00000124151,15,+,312,3,2,73,187,3.0,145,-42,38,NMD-insensitive
ENSMUST00000120754,15,+,3506,10,9,138,1644,10.0,1503,-141,502,NMD-insensitive
ENSMUST00000000544,15,+,4418,9,8,78,1593,9.0,1462,-131,505,NMD-insensitive
ENSMUST00000000543,15,+,2033,8,7,114,1290,8.0,786,-504,392,NMD-insensitive
ENSMUST00000228985,15,+,2553,8,7,204,2007,8.0,1746,-261,601,NMD-insensitive
ENSMUST00000023779,15,+,2477,7,6,128,1931,7.0,1671,-260,601,NMD-insensitive
ENSMUST00000048393,15,+,1270,3,2,340,994,3.0,590,-404,218,NMD-insensitive
ENSMUST00000071328,15,+,1155,3,2,43,475,3.0,418,-57,144,NMD-insensitive
ENSMUST00000191426,15,+,1947,2,1,23,290,1.0,400,110,89,NMD-sensitive
ENSMUST00000230831,15,-,3919,8,7,605,1268,8.0,1131,-137,221,NMD-insensitive
ENSMUST00000077196,15,-,3067,9,8,108,1464,9.0,1334,-130,452,NMD-insensitive
ENSMUST00000230909,15,-,2811,8,7,19,1216,8.0,1087,-129,399,NMD-insensitive
ENSMUST00000068904,15,+,4094,9,8,72,1443,9.0,1286,-157,457,NMD-insensitive
ENSMUST00000081945,15,-,2278,9,8,34,1519,9.0,1320,-199,495,NMD-insensitive
ENSMUST00000023781,15,+,902,5,4,108,621,5.0,462,-159,171,NMD-insensitive
ENSMUST00000061185,15,-,1843,9,8,54,1497,9.0,1325,-172,481,NMD-insensitive
ENSMUST00000088049,15,+,1963,9,8,73,1531,9.0,1344,-187,486,NMD-insensitive
ENSMUST00000023718,15,-,1757,9,8,63,1500,9.0,1328,-172,479,NMD-insensitive
ENSMUST00000023720,15,-,2570,9,8,65,1874,9.0,1537,-337,603,NMD-insensitive
ENSMUST00000023713,15,-,2110,9,8,64,1612,9.0,1371,-241,516,NMD-insensitive
ENSMUST00000023714,15,-,2534,9,8,125,1739,9.0,1510,-229,538,NMD-insensitive
ENSMUST00000042957,15,-,3266,9,8,73,1726,9.0,1485,-241,551,NMD-insensitive
ENSMUST00000062879,15,-,1659,9,8,0,1656,,1418,-238,552,NMD-insensitive
ENSMUST00000229963,15,-,2158,9,8,180,1785,9.0,1481,-304,535,NMD-insensitive
ENSMUST00000023786,15,-,2235,9,8,64,1726,9.0,1482,-244,554,NMD-insensitive
ENSMUST00000023788,15,-,2278,9,8,59,1718,9.0,1477,-241,553,NMD-insensitive
ENSMUST00000023709,15,-,2197,9,8,88,1828,9.0,1536,-292,580,NMD-insensitive
ENSMUST00000023710,15,-,2186,9,8,63,1635,9.0,1418,-217,524,NMD-insensitive
ENSMUST00000071104,15,-,1953,9,8,2,1562,9.0,1366,-196,520,NMD-insensitive
ENSMUST00000063292,15,-,2168,9,8,49,1666,9.0,1404,-262,539,NMD-insensitive
ENSMUST00000023712,15,-,2613,9,8,68,2189,9.0,1627,-562,707,NMD-insensitive
ENSMUST00000023790,15,-,2455,9,8,67,1978,9.0,1593,-385,637,NMD-insensitive
ENSMUST00000087996,15,-,2931,9,8,87,1803,9.0,1550,-253,572,NMD-insensitive
ENSMUST00000100179,15,-,2312,9,8,61,1843,9.0,1524,-319,594,NMD-insensitive
ENSMUST00000023797,15,-,2133,9,8,65,1640,9.0,1465,-175,525,NMD-insensitive
ENSMUST00000023799,15,-,2097,9,8,110,1703,9.0,1492,-211,531,NMD-insensitive
ENSMUST00000164932,15,-,3437,9,8,63,3267,9.0,1340,-1927,1068,NMD-insensitive
ENSMUST00000023952,15,-,1958,9,8,243,1713,9.0,1514,-199,490,NMD-insensitive
ENSMUST00000023803,15,+,1437,7,6,99,1368,7.0,1244,-124,423,NMD-insensitive
ENSMUST00000169681,15,+,3854,15,14,178,2011,15.0,1919,-92,611,NMD-insensitive
ENSMUST00000229400,15,+,1548,9,8,87,1296,9.0,1058,-238,403,NMD-insensitive
ENSMUST00000228958,15,+,4268,29,28,65,4265,,4101,-164,1400,NMD-insensitive
ENSMUST00000169627,15,+,4761,29,28,153,4353,29.0,4189,-164,1400,NMD-insensitive
ENSMUST00000046144,15,+,4718,29,28,99,4320,29.0,4156,-164,1407,NMD-insensitive
ENSMUST00000230474,15,+,4637,28,27,54,4230,28.0,4067,-163,1392,NMD-insensitive
ENSMUST00000154032,15,-,2456,11,10,72,123,2.0,1260,1137,17,NMD-sensitive
ENSMUST00000023807,15,+,1112,4,3,186,900,4.0,777,-123,238,NMD-insensitive
ENSMUST00000023806,15,+,2208,15,14,108,1683,15.0,1621,-62,525,NMD-insensitive
ENSMUST00000023805,15,-,2279,15,14,183,1662,15.0,1477,-185,493,NMD-insensitive
ENSMUST00000230288,15,-,1786,14,13,100,1489,14.0,1305,-184,463,NMD-insensitive
ENSMUST00000230322,15,-,1391,13,12,6,528,5.0,1186,658,174,NMD-sensitive
ENSMUST00000231048,15,-,1309,12,11,6,702,6.0,1206,504,232,NMD-sensitive
ENSMUST00000229938,15,-,495,5,4,6,141,2.0,435,294,45,NMD-sensitive
ENSMUST00000118729,15,+,4241,8,7,814,1318,8.0,1224,-94,168,NMD-insensitive
ENSMUST00000119168,15,+,3932,7,6,600,1032,7.0,923,-109,144,NMD-insensitive
ENSMUST00000230867,15,+,744,5,4,297,726,5.0,635,-91,143,NMD-insensitive
ENSMUST00000119800,15,+,3882,7,6,418,958,7.0,865,-93,180,NMD-insensitive
ENSMUST00000001327,15,-,2683,15,14,97,2515,15.0,2396,-119,806,NMD-insensitive
ENSMUST00000043172,15,-,2953,10,9,490,1864,10.0,1658,-206,458,NMD-insensitive
ENSMUST00000063339,15,-,2718,8,7,290,1631,8.0,1427,-204,447,NMD-insensitive
ENSMUST00000181801,15,+,2192,2,1,25,547,1.0,767,220,174,NMD-sensitive
ENSMUST00000051341,15,+,1754,2,1,194,1544,2.0,175,-1369,450,NMD-insensitive
ENSMUST00000064924,15,+,6658,31,30,159,6513,31.0,6278,-235,2118,NMD-insensitive
ENSMUST00000229050,15,+,6635,31,30,181,6535,31.0,6300,-235,2118,NMD-insensitive
ENSMUST00000166658,15,+,1062,6,5,73,535,6.0,456,-79,154,NMD-insensitive
ENSMUST00000062492,15,+,464,5,4,145,400,5.0,322,-78,85,NMD-insensitive
ENSMUST00000170627,15,+,330,4,3,0,327,,250,-77,109,NMD-insensitive
ENSMUST00000001335,15,+,570,5,4,0,219,3.0,352,133,73,NMD-sensitive
ENSMUST00000165671,15,+,830,4,3,459,714,4.0,637,-77,85,NMD-insensitive
ENSMUST00000113682,15,+,1480,7,6,32,1172,7.0,970,-202,380,NMD-insensitive
ENSMUST00000041208,15,-,1811,16,15,141,1779,16.0,1542,-237,546,NMD-insensitive
ENSMUST00000078508,15,-,3097,2,1,279,1563,2.0,299,-1264,428,NMD-insensitive
ENSMUST00000229464,15,-,2873,2,1,284,1514,2.0,250,-1264,410,NMD-insensitive
ENSMUST00000163709,15,+,3134,6,5,83,1484,6.0,1174,-310,467,NMD-insensitive
ENSMUST00000001326,15,+,7754,6,5,36,2379,6.0,2069,-310,781,NMD-insensitive
ENSMUST00000023809,15,+,1938,11,10,107,1811,11.0,1510,-301,568,NMD-insensitive
ENSMUST00000229278,15,+,1735,10,9,38,1382,10.0,1305,-77,448,NMD-insensitive
ENSMUST00000023810,15,+,1224,5,4,219,630,5.0,584,-46,137,NMD-insensitive
ENSMUST00000164957,15,+,1055,4,3,74,485,4.0,440,-45,137,NMD-insensitive
ENSMUST00000171245,15,+,1353,4,3,370,781,4.0,736,-45,137,NMD-insensitive
ENSMUST00000164688,15,+,1020,3,2,45,456,3.0,412,-44,137,NMD-insensitive
ENSMUST00000077037,15,+,2952,15,14,327,1413,15.0,1365,-48,362,NMD-insensitive
ENSMUST00000229618,15,+,1576,14,13,224,1217,14.0,1170,-47,331,NMD-insensitive
ENSMUST00000229275,15,+,516,5,4,200,488,5.0,322,-166,96,NMD-insensitive
ENSMUST00000229802,15,+,1215,14,13,112,1117,14.0,1070,-47,335,NMD-insensitive
ENSMUST00000229854,15,+,1499,14,13,93,1140,14.0,1093,-47,349,NMD-insensitive
ENSMUST00000108838,15,+,2571,13,12,68,1034,13.0,988,-46,322,NMD-insensitive
ENSMUST00000229918,15,+,1463,15,14,339,1344,15.0,1296,-48,335,NMD-insensitive
ENSMUST00000078404,15,+,3222,14,13,597,1683,14.0,1636,-47,362,NMD-insensitive
ENSMUST00000229184,15,+,1090,12,11,53,1001,12.0,956,-45,316,NMD-insensitive
ENSMUST00000230114,15,+,1086,14,13,0,1083,,1036,-47,361,NMD-insensitive
ENSMUST00000023812,15,-,5185,14,13,83,2747,14.0,2641,-106,888,NMD-insensitive
ENSMUST00000171565,15,-,4318,16,15,346,3010,16.0,2902,-108,888,NMD-insensitive
ENSMUST00000169377,15,-,4210,16,15,487,3151,16.0,3043,-108,888,NMD-insensitive
ENSMUST00000131184,15,+,1819,7,6,358,595,3.0,987,392,79,NMD-sensitive
ENSMUST00000100168,15,+,1278,7,6,193,1015,7.0,854,-161,274,NMD-insensitive
ENSMUST00000023813,15,+,1523,9,8,91,1186,9.0,1023,-163,365,NMD-insensitive
ENSMUST00000149200,15,+,482,5,4,56,230,3.0,378,148,58,NMD-sensitive
ENSMUST00000023814,15,-,446,3,2,5,59,1.0,253,194,18,NMD-sensitive
ENSMUST00000184772,15,-,1611,13,12,43,109,3.0,1412,1303,22,NMD-sensitive
ENSMUST00000184906,15,-,1457,12,11,49,115,3.0,1279,1164,22,NMD-sensitive
ENSMUST00000184616,15,-,7147,12,11,103,169,3.0,1333,1164,22,NMD-sensitive
ENSMUST00000184485,15,-,2523,12,11,415,481,3.0,1645,1164,22,NMD-sensitive
ENSMUST00000108828,15,-,2887,11,10,106,172,3.0,1228,1056,22,NMD-sensitive
ENSMUST00000169033,15,-,2165,11,10,64,130,3.0,1186,1056,22,NMD-sensitive
ENSMUST00000183452,15,-,663,6,5,117,183,3.0,560,377,22,NMD-sensitive
ENSMUST00000183765,15,-,715,7,6,102,168,3.0,663,495,22,NMD-sensitive
ENSMUST00000185641,15,-,731,5,4,140,578,5.0,462,-116,146,NMD-insensitive
ENSMUST00000075630,15,-,441,4,3,0,438,,323,-115,146,NMD-insensitive
ENSMUST00000023818,15,-,2824,15,14,156,2229,15.0,2040,-189,691,NMD-insensitive
ENSMUST00000229231,15,-,2226,13,12,19,1837,13.0,1650,-187,606,NMD-insensitive
ENSMUST00000171838,15,-,2968,14,13,109,2008,14.0,1887,-121,633,NMD-insensitive
ENSMUST00000229398,15,-,921,6,5,19,223,2.0,760,537,68,NMD-sensitive
ENSMUST00000001700,15,+,2461,2,1,80,86,1.0,814,728,2,NMD-sensitive
ENSMUST00000055562,15,+,1031,2,1,96,936,2.0,699,-237,280,NMD-insensitive
ENSMUST00000001701,15,+,2021,2,1,99,1011,2.0,780,-231,304,NMD-insensitive
ENSMUST00000001699,15,+,1909,2,1,62,1088,2.0,812,-276,342,NMD-insensitive
ENSMUST00000001709,15,+,2923,2,1,267,933,2.0,720,-213,222,NMD-insensitive
ENSMUST00000001706,15,+,2374,3,2,631,1411,3.0,1167,-244,260,NMD-insensitive
ENSMUST00000001703,15,+,1868,2,1,173,899,2.0,608,-291,242,NMD-insensitive
ENSMUST00000001711,15,+,1581,2,1,33,738,2.0,432,-306,235,NMD-insensitive
ENSMUST00000165375,15,+,2121,4,3,864,1317,3.0,1349,32,151,NMD-insensitive
ENSMUST00000100164,15,+,1983,2,1,328,1120,2.0,766,-354,264,NMD-insensitive
ENSMUST00000229377,15,-,3601,5,4,398,1235,5.0,685,-550,279,NMD-insensitive
ENSMUST00000229371,15,-,3882,7,6,679,1516,7.0,964,-552,279,NMD-insensitive
ENSMUST00000064067,15,-,3281,2,1,95,932,2.0,385,-547,279,NMD-insensitive
ENSMUST00000118152,15,-,8803,5,4,130,703,5.0,551,-152,191,NMD-insensitive
ENSMUST00000108813,15,-,3661,5,4,131,704,5.0,552,-152,191,NMD-insensitive
ENSMUST00000122182,15,-,1146,6,5,184,757,6.0,604,-153,191,NMD-insensitive
ENSMUST00000036004,15,+,1918,11,10,82,1201,10.0,1208,7,373,NMD-insensitive
ENSMUST00000230171,15,+,1283,11,10,82,1042,9.0,1125,83,320,NMD-sensitive
ENSMUST00000087351,15,+,1737,10,9,60,1020,9.0,1028,8,320,NMD-insensitive
ENSMUST00000230489,15,+,3118,13,12,47,1166,10.0,2958,1792,373,NMD-sensitive
ENSMUST00000231141,15,+,1541,9,8,20,824,8.0,833,9,268,NMD-insensitive
ENSMUST00000075192,15,-,1697,3,2,346,1465,3.0,458,-1007,373,NMD-insensitive
ENSMUST00000133600,15,-,1605,3,2,190,1378,3.0,371,-1007,396,NMD-insensitive
ENSMUST00000156927,15,-,1608,3,2,262,1381,3.0,374,-1007,373,NMD-insensitive
ENSMUST00000149111,15,-,1878,3,2,535,1654,3.0,647,-1007,373,NMD-insensitive
ENSMUST00000134554,15,-,1761,2,1,473,1592,2.0,586,-1006,373,NMD-insensitive
ENSMUST00000229549,15,+,874,7,6,210,462,3.0,751,289,84,NMD-sensitive
ENSMUST00000100162,15,+,1676,9,8,14,545,9.0,492,-53,177,NMD-insensitive
ENSMUST00000230893,15,+,2438,8,7,12,501,8.0,452,-49,163,NMD-insensitive
ENSMUST00000079824,15,-,1725,2,1,311,1499,2.0,302,-1197,396,NMD-insensitive
ENSMUST00000229373,15,-,2348,8,7,147,1245,8.0,1010,-235,366,NMD-insensitive
ENSMUST00000168828,15,-,2298,8,7,37,1195,8.0,960,-235,386,NMD-insensitive
ENSMUST00000229551,15,-,2221,7,6,90,1131,7.0,897,-234,347,NMD-insensitive
ENSMUST00000215331,15,-,4415,31,30,222,468,2.0,3318,2850,82,NMD-sensitive
ENSMUST00000023128,15,-,4382,30,29,237,3396,30.0,3286,-110,1053,NMD-insensitive
ENSMUST00000023129,15,-,819,9,8,144,645,8.0,657,12,167,NMD-insensitive
